Idade,Campanha,Estado_civil,Educacao,Inadimplencia,conta_corrente,Casa_Propria,Emprestimo,Contato,dia,mes,duracao,campanha,dias_anterior,Anterior,Res_anterior,Sucesso
37,"gerencia","casado","segundo","nao",1314,"sim","nao","celular",8,"mai",682,2,85,7,"sucesso","nao"
55,"manufatura","casado","primeiro","nao",2275,"nao","nao","celular",25,"ago",139,9,-1,0,"desconhecido","nao"
43,"gestao","solteiro","superior","nao",1304,"nao","nao","celular",6,"ago",501,2,-1,0,"desconhecido","sim"
41,"manufatura","casado","segundo","sim",720,"nao","sim","celular",24,"jul",651,1,-1,0,"desconhecido","sim"
47,"tecnico","divorciado","segundo","nao",2914,"sim","nao","celular",18,"ago",405,13,-1,0,"desconhecido","nao"
34,"tecnico","casado","segundo","nao",1464,"sim","nao","outro",23,"mai",350,1,-1,0,"desconhecido","nao"
28,"student","solteiro","segundo","nao",11555,"nao","nao","celular",8,"abr",125,2,-1,0,"desconhecido","nao"
36,"servicos","casado","segundo","nao",-302,"sim","nao","celular",13,"mai",36,2,-1,0,"desconhecido","nao"
50,"tecnico","casado","segundo","nao",2497,"sim","nao","celular",21,"nov",35,1,176,1,"fracassou","nao"
35,"manufatura","casado","segundo","nao",-339,"sim","nao","outro",8,"mai",389,2,-1,0,"desconhecido","nao"
40,"tecnico","casado","segundo","nao",56,"sim","sim","celular",29,"jan",194,1,247,1,"fracassou","nao"
26,"autonomo","solteiro","superior","nao",211,"nao","nao","celular",29,"jan",168,3,-1,0,"desconhecido","nao"
36,"gestao","divorciado","superior","nao",3611,"sim","nao","outro",4,"jun",347,3,-1,0,"desconhecido","nao"
59,"desempregado","casado","primeiro","nao",0,"nao","nao","celular",30,"jan",3025,2,-1,0,"desconhecido","nao"
28,"student","solteiro","segundo","nao",459,"nao","nao","celular",16,"mar",83,13,-1,0,"desconhecido","nao"
46,"empreendedor","casado","desconhecido","nao",242,"sim","nao","outro",9,"mai",332,2,-1,0,"desconhecido","nao"
50,"autonomo","casado","segundo","nao",1138,"nao","nao","celular",14,"ago",219,10,-1,0,"desconhecido","nao"
53,"gestao","casado","superior","nao",1319,"sim","nao","celular",16,"abr",427,1,150,1,"fracassou","nao"
81,"aposentado","casado","segundo","nao",1,"nao","nao","celular",19,"ago",65,5,-1,0,"desconhecido","nao"
35,"servicos","divorciado","segundo","nao",67,"sim","nao","celular",5,"mai",192,2,-1,0,"desconhecido","nao"
58,"aposentado","casado","desconhecido","nao",937,"nao","nao","celular",5,"ago",155,1,-1,0,"desconhecido","nao"
44,"servicos","casado","segundo","nao",0,"sim","sim","celular",11,"mai",161,1,-1,0,"desconhecido","nao"
38,"gestao","casado","superior","nao",-558,"sim","nao","celular",21,"jul",533,1,-1,0,"desconhecido","nao"
49,"manufatura","casado","segundo","nao",171,"nao","nao","celular",4,"fev",19,3,175,2,"outro","nao"
33,"tecnico","solteiro","superior","nao",696,"nao","sim","celular",5,"fev",193,1,176,8,"fracassou","nao"
29,"gestao","casado","superior","nao",361,"sim","sim","celular",28,"jul",819,3,-1,0,"desconhecido","nao"
28,"tecnico","solteiro","segundo","nao",227,"nao","nao","celular",30,"abr",278,1,-1,0,"desconhecido","sim"
31,"gerencia","casado","segundo","nao",236,"sim","sim","telefone",4,"mai",211,3,-1,0,"desconhecido","nao"
33,"gestao","solteiro","superior","nao",-53,"nao","nao","celular",29,"jan",617,2,-1,0,"desconhecido","nao"
52,"tecnico","casado","segundo","nao",192,"sim","nao","celular",23,"jul",61,2,-1,0,"desconhecido","nao"
43,"gestao","divorciado","superior","nao",38,"sim","nao","celular",25,"jul",197,6,-1,0,"desconhecido","nao"
32,"autonomo","solteiro","segundo","nao",518,"sim","nao","celular",18,"mai",34,7,-1,0,"desconhecido","nao"
36,"autonomo","casado","superior","nao",16,"sim","sim","celular",18,"jul",95,4,-1,0,"desconhecido","nao"
41,"manufatura","casado","segundo","nao",-256,"sim","nao","outro",3,"jun",147,2,-1,0,"desconhecido","nao"
43,"manufatura","casado","segundo","nao",105,"nao","sim","celular",4,"jul",668,2,-1,0,"desconhecido","nao"
45,"autonomo","casado","superior","nao",334,"nao","nao","outro",5,"jun",87,2,-1,0,"desconhecido","nao"
39,"tecnico","casado","segundo","nao",1048,"nao","sim","celular",21,"jul",405,1,-1,0,"desconhecido","nao"
41,"servicos","casado","segundo","nao",108,"sim","sim","outro",13,"mai",83,7,-1,0,"desconhecido","nao"
31,"tecnico","casado","segundo","nao",660,"nao","nao","celular",22,"jun",115,1,-1,0,"desconhecido","nao"
37,"desempregado","solteiro","superior","sim",0,"sim","nao","celular",10,"jul",108,1,-1,0,"desconhecido","nao"
28,"empreendedor","casado","desconhecido","nao",1034,"nao","nao","celular",29,"jan",113,1,-1,0,"desconhecido","nao"
47,"domestica","casado","primeiro","nao",201,"sim","nao","celular",7,"ago",58,2,382,1,"fracassou","nao"
37,"domestica","casado","primeiro","nao",189,"nao","nao","celular",8,"ago",148,4,-1,0,"desconhecido","nao"
60,"aposentado","divorciado","desconhecido","nao",-49,"sim","nao","celular",29,"jan",188,1,261,2,"fracassou","nao"
43,"tecnico","divorciado","segundo","nao",1413,"sim","nao","telefone",28,"jul",75,3,-1,0,"desconhecido","nao"
58,"aposentado","divorciado","superior","nao",264,"sim","sim","celular",8,"jul",523,3,-1,0,"desconhecido","nao"
52,"empreendedor","casado","superior","nao",54,"sim","sim","telefone",18,"nov",103,1,-1,0,"desconhecido","nao"
50,"manufatura","casado","primeiro","nao",12519,"sim","nao","celular",17,"abr",146,2,147,4,"sucesso","nao"
32,"servicos","solteiro","segundo","nao",2881,"nao","nao","celular",2,"jul",356,1,-1,0,"desconhecido","sim"
42,"manufatura","casado","primeiro","nao",0,"sim","nao","celular",17,"jul",71,1,-1,0,"desconhecido","nao"
31,"gerencia","casado","segundo","nao",88,"sim","sim","celular",8,"ago",189,2,-1,0,"desconhecido","nao"
28,"manufatura","casado","segundo","nao",1020,"sim","nao","outro",28,"mai",251,1,-1,0,"desconhecido","nao"
36,"tecnico","divorciado","superior","nao",119,"nao","nao","celular",23,"jul",127,8,-1,0,"desconhecido","nao"
51,"desempregado","solteiro","superior","nao",1594,"nao","nao","telefone",4,"fev",197,1,-1,0,"desconhecido","nao"
46,"tecnico","casado","superior","nao",342,"sim","sim","celular",5,"mai",84,1,-1,0,"desconhecido","nao"
50,"servicos","solteiro","segundo","nao",72,"nao","nao","outro",8,"mai",141,2,-1,0,"desconhecido","nao"
32,"manufatura","casado","segundo","nao",14,"sim","nao","outro",2,"jun",171,1,-1,0,"desconhecido","nao"
26,"empreendedor","solteiro","superior","nao",81,"nao","nao","celular",21,"jul",262,3,-1,0,"desconhecido","nao"
41,"autonomo","casado","superior","nao",231,"nao","nao","celular",7,"ago",352,2,-1,0,"desconhecido","sim"
39,"tecnico","casado","superior","nao",1161,"sim","nao","celular",9,"abr",236,1,336,1,"fracassou","nao"
31,"manufatura","casado","segundo","nao",-45,"sim","nao","outro",2,"jun",184,1,-1,0,"desconhecido","nao"
28,"gestao","solteiro","superior","nao",231,"sim","sim","celular",25,"jul",568,2,-1,0,"desconhecido","nao"
31,"gestao","solteiro","segundo","nao",36,"nao","nao","celular",27,"ago",105,2,-1,0,"desconhecido","nao"
30,"tecnico","casado","superior","nao",1570,"sim","nao","celular",26,"mai",260,1,-1,0,"desconhecido","nao"
35,"tecnico","casado","superior","nao",7050,"nao","nao","celular",11,"ago",222,3,182,4,"sucesso","sim"
33,"manufatura","casado","primeiro","nao",3704,"sim","nao","outro",6,"jun",447,2,-1,0,"desconhecido","nao"
30,"tecnico","solteiro","superior","nao",6619,"sim","nao","celular",21,"ago",239,8,-1,0,"desconhecido","nao"
32,"manufatura","solteiro","segundo","nao",-84,"sim","nao","celular",11,"mai",426,1,-1,0,"desconhecido","nao"
40,"gestao","solteiro","superior","nao",1509,"nao","nao","celular",12,"mai",333,1,58,3,"fracassou","nao"
31,"autonomo","casado","superior","nao",1134,"nao","nao","celular",6,"fev",174,2,-1,0,"desconhecido","nao"
36,"tecnico","casado","segundo","nao",146,"sim","sim","outro",15,"mai",284,2,-1,0,"desconhecido","nao"
33,"gestao","solteiro","superior","nao",9449,"sim","nao","celular",8,"mai",428,1,-1,0,"desconhecido","nao"
57,"aposentado","casado","segundo","nao",374,"sim","sim","celular",16,"jul",236,1,-1,0,"desconhecido","nao"
45,"tecnico","casado","segundo","nao",88,"nao","nao","celular",29,"ago",150,2,-1,0,"desconhecido","nao"
59,"gestao","casado","superior","nao",2764,"nao","nao","celular",24,"dez",237,1,206,2,"fracassou","nao"
30,"gestao","solteiro","superior","nao",2,"sim","sim","celular",25,"jul",1031,8,-1,0,"desconhecido","sim"
33,"tecnico","casado","superior","nao",8023,"nao","nao","celular",30,"nov",107,1,105,3,"fracassou","nao"
52,"manufatura","casado","segundo","nao",289,"sim","nao","outro",21,"mai",45,13,-1,0,"desconhecido","nao"
83,"aposentado","casado","segundo","nao",0,"nao","nao","celular",18,"mar",140,10,-1,0,"desconhecido","nao"
58,"autonomo","divorciado","superior","nao",1382,"nao","nao","outro",9,"jun",700,1,-1,0,"desconhecido","sim"
33,"gestao","divorciado","superior","sim",280,"nao","sim","celular",18,"nov",155,1,-1,0,"desconhecido","nao"
41,"manufatura","divorciado","primeiro","nao",2195,"sim","nao","outro",3,"jun",211,5,-1,0,"desconhecido","nao"
31,"autonomo","casado","segundo","nao",33,"nao","nao","celular",6,"ago",165,4,-1,0,"desconhecido","nao"
35,"manufatura","divorciado","segundo","nao",275,"nao","sim","celular",10,"jul",144,5,-1,0,"desconhecido","nao"
27,"gestao","solteiro","superior","nao",703,"sim","nao","outro",5,"jun",590,3,-1,0,"desconhecido","sim"
57,"gerencia","divorciado","desconhecido","nao",887,"nao","nao","outro",20,"jun",43,8,-1,0,"desconhecido","nao"
56,"desconhecido","casado","desconhecido","nao",0,"nao","nao","outro",20,"jun",471,2,-1,0,"desconhecido","nao"
53,"gerencia","solteiro","segundo","nao",1178,"sim","nao","outro",15,"mai",295,2,-1,0,"desconhecido","nao"
39,"gestao","casado","superior","nao",2763,"sim","nao","outro",2,"jun",526,2,-1,0,"desconhecido","sim"
32,"empreendedor","solteiro","superior","nao",890,"sim","sim","celular",28,"ago",27,10,-1,0,"desconhecido","nao"
46,"autonomo","casado","segundo","nao",548,"nao","nao","celular",12,"ago",1181,4,-1,0,"desconhecido","sim"
56,"tecnico","casado","superior","nao",272,"nao","nao","celular",26,"ago",103,2,-1,0,"desconhecido","nao"
46,"gestao","divorciado","superior","nao",6269,"sim","nao","telefone",18,"nov",249,3,112,2,"fracassou","nao"
29,"empreendedor","casado","segundo","nao",178,"sim","nao","celular",5,"mai",231,4,-1,0,"desconhecido","nao"
60,"gestao","casado","primeiro","nao",252,"sim","sim","celular",13,"abr",123,2,147,3,"fracassou","nao"
33,"domestica","solteiro","superior","nao",23663,"sim","nao","celular",16,"abr",199,2,146,2,"fracassou","nao"
27,"empreendedor","solteiro","superior","nao",81,"nao","nao","celular",5,"fev",197,1,199,3,"fracassou","nao"
50,"autonomo","divorciado","superior","nao",59,"sim","nao","outro",28,"mai",67,2,-1,0,"desconhecido","nao"
45,"servicos","casado","segundo","nao",1343,"nao","sim","celular",8,"jul",220,1,-1,0,"desconhecido","nao"
58,"aposentado","casado","segundo","nao",225,"nao","nao","celular",7,"ago",122,6,-1,0,"desconhecido","nao"
59,"aposentado","casado","primeiro","nao",0,"sim","nao","outro",26,"mai",104,7,-1,0,"desconhecido","nao"
58,"aposentado","divorciado","primeiro","nao",2538,"sim","nao","celular",31,"jul",307,6,-1,0,"desconhecido","nao"
64,"aposentado","casado","primeiro","nao",43,"nao","nao","celular",11,"mar",117,1,91,1,"sucesso","nao"
47,"tecnico","casado","segundo","nao",57,"nao","nao","celular",5,"mai",253,1,342,1,"sucesso","nao"
40,"gestao","casado","superior","nao",-117,"sim","nao","celular",17,"jul",770,2,-1,0,"desconhecido","nao"
36,"tecnico","divorciado","segundo","nao",666,"sim","sim","celular",3,"abr",190,1,133,1,"outro","nao"
28,"gestao","solteiro","superior","nao",0,"sim","nao","celular",16,"jul",767,5,-1,0,"desconhecido","sim"
38,"tecnico","solteiro","superior","nao",25,"sim","nao","celular",1,"jun",232,2,-1,0,"desconhecido","sim"
53,"empreendedor","casado","primeiro","nao",1034,"sim","nao","celular",19,"nov",854,2,170,3,"outro","nao"
46,"manufatura","solteiro","segundo","nao",324,"sim","nao","outro",30,"mai",293,6,-1,0,"desconhecido","nao"
54,"tecnico","casado","segundo","nao",0,"nao","nao","telefone",16,"nov",986,1,94,8,"fracassou","nao"
32,"gestao","casado","superior","nao",0,"nao","nao","celular",19,"nov",66,1,-1,0,"desconhecido","nao"
55,"gestao","casado","primeiro","nao",621,"nao","sim","celular",2,"fev",114,1,208,1,"fracassou","nao"
55,"aposentado","divorciado","segundo","nao",138,"nao","nao","celular",17,"jul",205,1,-1,0,"desconhecido","nao"
56,"tecnico","casado","segundo","nao",4063,"nao","sim","telefone",28,"jul",31,4,-1,0,"desconhecido","nao"
40,"manufatura","casado","segundo","nao",11084,"nao","nao","outro",11,"jun",113,1,-1,0,"desconhecido","nao"
44,"tecnico","casado","segundo","nao",310,"sim","nao","celular",6,"fev",200,1,253,1,"fracassou","nao"
32,"empreendedor","casado","desconhecido","nao",73,"sim","nao","celular",21,"nov",158,1,135,1,"fracassou","nao"
33,"gestao","casado","superior","nao",1808,"sim","nao","outro",4,"jun",99,4,-1,0,"desconhecido","nao"
41,"desempregado","divorciado","segundo","nao",1281,"nao","nao","celular",31,"jul",45,3,-1,0,"desconhecido","nao"
37,"tecnico","casado","segundo","nao",64,"sim","nao","celular",12,"mai",239,4,278,2,"outro","nao"
58,"gestao","solteiro","superior","nao",2,"sim","nao","telefone",11,"mai",168,3,-1,0,"desconhecido","nao"
52,"manufatura","casado","segundo","nao",60,"nao","sim","celular",26,"ago",196,2,-1,0,"desconhecido","nao"
49,"servicos","solteiro","segundo","nao",133,"nao","nao","outro",11,"jun",319,6,-1,0,"desconhecido","nao"
44,"domestica","casado","primeiro","nao",3706,"nao","nao","outro",17,"jun",209,3,-1,0,"desconhecido","nao"
28,"gerencia","solteiro","desconhecido","nao",174,"nao","nao","celular",28,"sep",184,1,-1,0,"desconhecido","nao"
31,"tecnico","casado","segundo","nao",251,"nao","sim","celular",29,"ago",156,2,-1,0,"desconhecido","nao"
37,"autonomo","casado","segundo","nao",4153,"sim","nao","celular",31,"jul",35,16,-1,0,"desconhecido","nao"
30,"tecnico","solteiro","superior","nao",985,"sim","nao","celular",19,"fev",88,2,-1,0,"desconhecido","nao"
28,"servicos","solteiro","segundo","nao",168,"nao","nao","celular",1,"jun",347,3,140,2,"sucesso","sim"
46,"servicos","casado","segundo","nao",1550,"sim","nao","celular",16,"abr",126,2,149,8,"fracassou","nao"
47,"gestao","casado","superior","nao",7708,"sim","nao","celular",21,"nov",157,5,-1,0,"desconhecido","nao"
35,"manufatura","casado","primeiro","nao",-12,"sim","nao","outro",12,"mai",212,5,-1,0,"desconhecido","nao"
80,"gestao","casado","primeiro","nao",6483,"nao","nao","telefone",19,"oct",123,1,-1,0,"desconhecido","nao"
30,"tecnico","solteiro","superior","nao",60,"sim","sim","outro",7,"mai",306,5,-1,0,"desconhecido","nao"
55,"tecnico","solteiro","segundo","nao",3339,"sim","nao","outro",2,"jun",63,1,-1,0,"desconhecido","nao"
22,"student","solteiro","superior","nao",1161,"nao","sim","celular",16,"jun",119,1,-1,0,"desconhecido","nao"
33,"manufatura","solteiro","primeiro","nao",599,"sim","nao","outro",21,"mai",29,1,-1,0,"desconhecido","nao"
53,"empreendedor","casado","desconhecido","nao",28,"nao","nao","celular",31,"jul",117,2,-1,0,"desconhecido","nao"
49,"gestao","casado","superior","nao",1430,"nao","nao","celular",18,"nov",231,2,-1,0,"desconhecido","nao"
51,"aposentado","casado","segundo","nao",35,"nao","sim","celular",8,"jul",123,4,-1,0,"desconhecido","nao"
41,"autonomo","casado","superior","nao",6000,"sim","nao","celular",18,"nov",265,1,-1,0,"desconhecido","nao"
34,"tecnico","casado","segundo","nao",0,"sim","nao","celular",15,"jul",144,1,-1,0,"desconhecido","nao"
36,"manufatura","solteiro","segundo","nao",340,"nao","sim","outro",16,"jun",559,3,-1,0,"desconhecido","nao"
35,"empreendedor","casado","superior","nao",0,"nao","nao","celular",5,"mai",74,1,168,4,"fracassou","nao"
29,"servicos","casado","segundo","nao",3,"sim","nao","celular",10,"jul",183,1,-1,0,"desconhecido","nao"
40,"tecnico","solteiro","superior","nao",445,"sim","nao","celular",24,"jul",631,1,-1,0,"desconhecido","nao"
32,"gestao","divorciado","superior","nao",874,"nao","nao","celular",12,"ago",1282,6,-1,0,"desconhecido","sim"
48,"manufatura","casado","segundo","nao",705,"nao","nao","outro",13,"mai",108,2,-1,0,"desconhecido","nao"
59,"aposentado","casado","desconhecido","nao",1033,"nao","nao","outro",11,"jun",1199,1,-1,0,"desconhecido","sim"
35,"autonomo","divorciado","superior","nao",1354,"sim","nao","outro",23,"mai",736,2,-1,0,"desconhecido","sim"
33,"tecnico","solteiro","superior","nao",123,"nao","nao","celular",19,"ago",264,1,-1,0,"desconhecido","nao"
55,"aposentado","casado","primeiro","nao",8894,"nao","nao","outro",11,"jun",262,1,-1,0,"desconhecido","nao"
41,"manufatura","casado","segundo","nao",429,"sim","nao","outro",13,"mai",244,1,-1,0,"desconhecido","nao"
42,"domestica","casado","primeiro","nao",14752,"nao","nao","outro",19,"mai",107,2,-1,0,"desconhecido","nao"
46,"manufatura","casado","primeiro","nao",67,"nao","nao","outro",24,"jun",9,1,-1,0,"desconhecido","nao"
35,"domestica","divorciado","segundo","nao",39,"nao","nao","celular",31,"jul",149,2,-1,0,"desconhecido","nao"
28,"tecnico","solteiro","superior","nao",102,"nao","nao","celular",28,"jan",321,2,-1,0,"desconhecido","nao"
25,"student","solteiro","segundo","nao",1790,"nao","nao","celular",17,"abr",224,1,322,3,"fracassou","nao"
56,"gestao","solteiro","superior","nao",15311,"nao","nao","celular",29,"abr",157,6,-1,0,"desconhecido","nao"
30,"gerencia","solteiro","segundo","nao",-635,"nao","nao","celular",25,"jul",250,1,-1,0,"desconhecido","nao"
45,"manufatura","casado","segundo","nao",115,"nao","nao","celular",11,"ago",209,4,-1,0,"desconhecido","nao"
40,"gestao","casado","superior","nao",10786,"nao","nao","outro",20,"jun",111,3,-1,0,"desconhecido","nao"
40,"manufatura","casado","segundo","nao",498,"sim","nao","celular",8,"mai",55,2,298,4,"fracassou","nao"
39,"manufatura","casado","segundo","nao",1045,"sim","sim","celular",9,"jul",290,13,-1,0,"desconhecido","nao"
48,"empreendedor","casado","superior","nao",810,"nao","nao","outro",6,"jun",383,1,-1,0,"desconhecido","nao"
31,"tecnico","solteiro","superior","nao",-162,"sim","nao","celular",18,"mai",380,1,-1,0,"desconhecido","nao"
32,"gestao","casado","superior","nao",55,"nao","nao","celular",2,"fev",124,3,-1,0,"desconhecido","nao"
34,"servicos","casado","segundo","nao",586,"sim","sim","outro",8,"mai",224,2,-1,0,"desconhecido","nao"
26,"tecnico","solteiro","segundo","nao",455,"nao","nao","celular",29,"jan",240,1,182,8,"outro","nao"
31,"gestao","casado","superior","nao",1010,"sim","nao","celular",15,"mai",385,3,364,9,"outro","nao"
37,"gestao","solteiro","superior","nao",509,"sim","nao","celular",6,"mai",133,1,-1,0,"desconhecido","nao"
29,"student","solteiro","desconhecido","nao",2929,"nao","nao","celular",11,"ago",91,1,-1,0,"desconhecido","nao"
57,"tecnico","casado","segundo","nao",3071,"sim","sim","celular",7,"mai",63,3,-1,0,"desconhecido","nao"
47,"gestao","solteiro","superior","nao",153,"sim","nao","celular",18,"nov",192,2,-1,0,"desconhecido","nao"
38,"autonomo","solteiro","segundo","nao",1146,"sim","nao","outro",21,"mai",91,2,-1,0,"desconhecido","nao"
48,"manufatura","casado","primeiro","nao",1092,"nao","sim","celular",18,"nov",79,1,172,8,"fracassou","nao"
50,"gestao","casado","superior","nao",3463,"nao","sim","celular",28,"oct",96,1,-1,0,"desconhecido","sim"
33,"gerencia","casado","segundo","nao",1158,"sim","nao","celular",20,"abr",25,2,-1,0,"desconhecido","nao"
28,"gerencia","solteiro","segundo","nao",26,"sim","nao","celular",7,"mai",227,2,-1,0,"desconhecido","nao"
30,"servicos","solteiro","segundo","nao",566,"nao","nao","celular",5,"fev",110,1,-1,0,"desconhecido","nao"
52,"tecnico","divorciado","segundo","nao",204,"nao","nao","celular",7,"ago",134,2,-1,0,"desconhecido","nao"
36,"tecnico","casado","segundo","nao",480,"nao","nao","celular",20,"oct",213,1,-1,0,"desconhecido","sim"
36,"tecnico","solteiro","segundo","nao",1855,"sim","nao","celular",4,"fev",75,1,273,1,"fracassou","nao"
46,"servicos","casado","segundo","nao",1034,"nao","nao","celular",8,"ago",109,2,-1,0,"desconhecido","nao"
57,"gestao","casado","superior","nao",3250,"nao","nao","celular",20,"ago",162,3,-1,0,"desconhecido","nao"
28,"gestao","solteiro","segundo","nao",1633,"nao","nao","celular",5,"jun",275,1,-1,0,"desconhecido","sim"
46,"servicos","casado","segundo","nao",0,"sim","nao","celular",22,"jun",154,1,124,1,"outro","nao"
55,"aposentado","casado","primeiro","nao",3334,"nao","nao","celular",14,"ago",632,4,-1,0,"desconhecido","sim"
33,"gestao","casado","superior","nao",4020,"sim","sim","celular",15,"abr",251,1,-1,0,"desconhecido","nao"
53,"gestao","casado","segundo","nao",66,"nao","sim","telefone",8,"jul",141,1,-1,0,"desconhecido","nao"
41,"tecnico","solteiro","segundo","nao",-41,"sim","sim","celular",3,"abr",154,1,-1,0,"desconhecido","nao"
60,"manufatura","casado","segundo","nao",322,"sim","nao","celular",7,"mai",63,1,-1,0,"desconhecido","nao"
35,"empreendedor","casado","primeiro","nao",2643,"nao","sim","celular",8,"jul",259,1,-1,0,"desconhecido","nao"
43,"manufatura","divorciado","primeiro","nao",49,"sim","nao","outro",9,"mai",100,1,-1,0,"desconhecido","nao"
57,"gerencia","divorciado","primeiro","nao",1,"nao","nao","outro",15,"mai",17,10,-1,0,"desconhecido","nao"
46,"gerencia","casado","segundo","nao",3098,"sim","nao","telefone",21,"nov",192,9,-1,0,"desconhecido","nao"
31,"manufatura","casado","primeiro","nao",352,"sim","nao","outro",19,"mai",97,9,-1,0,"desconhecido","nao"
53,"tecnico","casado","segundo","nao",65,"nao","nao","celular",25,"ago",41,2,-1,0,"desconhecido","nao"
35,"manufatura","casado","segundo","nao",1949,"sim","nao","outro",2,"jun",200,3,-1,0,"desconhecido","nao"
32,"gerencia","solteiro","segundo","nao",739,"sim","nao","celular",20,"nov",91,3,-1,0,"desconhecido","nao"
48,"gestao","casado","superior","nao",1167,"sim","sim","celular",1,"jun",264,1,-1,0,"desconhecido","sim"
50,"gerencia","casado","segundo","nao",231,"sim","nao","celular",21,"nov",397,2,-1,0,"desconhecido","nao"
40,"manufatura","casado","primeiro","nao",1136,"sim","nao","outro",21,"mai",86,1,-1,0,"desconhecido","nao"
42,"empreendedor","casado","superior","nao",233,"nao","nao","celular",5,"fev",446,1,-1,0,"desconhecido","nao"
59,"gerencia","casado","segundo","nao",817,"nao","nao","celular",9,"abr",304,1,-1,0,"desconhecido","nao"
27,"manufatura","solteiro","primeiro","nao",1128,"sim","nao","outro",30,"jun",88,4,-1,0,"desconhecido","nao"
32,"gestao","solteiro","superior","nao",1831,"sim","nao","celular",20,"abr",86,2,-1,0,"desconhecido","nao"
35,"tecnico","solteiro","segundo","nao",450,"sim","nao","celular",13,"mai",63,1,-1,0,"desconhecido","nao"
28,"servicos","casado","segundo","nao",0,"sim","nao","celular",5,"mai",335,2,281,8,"fracassou","nao"
37,"gestao","divorciado","segundo","nao",414,"nao","nao","celular",29,"jan",293,2,162,4,"fracassou","nao"
57,"gestao","casado","primeiro","nao",1052,"sim","nao","outro",13,"mai",227,4,-1,0,"desconhecido","nao"
42,"gerencia","solteiro","segundo","nao",1022,"sim","nao","outro",5,"mai",146,2,-1,0,"desconhecido","nao"
55,"gerencia","casado","primeiro","nao",343,"sim","nao","celular",14,"jul",276,3,-1,0,"desconhecido","nao"
52,"gestao","casado","superior","nao",1944,"sim","nao","celular",15,"abr",238,3,323,2,"fracassou","nao"
26,"manufatura","solteiro","segundo","nao",-32,"sim","sim","celular",31,"jul",14,6,-1,0,"desconhecido","nao"
52,"tecnico","casado","segundo","nao",1781,"sim","nao","outro",19,"mai",144,2,-1,0,"desconhecido","nao"
26,"gestao","solteiro","superior","nao",350,"nao","nao","celular",8,"jul",367,1,-1,0,"desconhecido","nao"
33,"desempregado","casado","segundo","nao",2,"sim","nao","celular",16,"jul",132,1,-1,0,"desconhecido","nao"
24,"manufatura","solteiro","primeiro","nao",111,"sim","sim","outro",27,"mai",42,4,-1,0,"desconhecido","nao"
37,"gestao","divorciado","superior","nao",168,"sim","nao","outro",5,"jun",227,1,-1,0,"desconhecido","nao"
28,"tecnico","solteiro","segundo","nao",3,"nao","nao","telefone",18,"mai",40,8,349,6,"fracassou","nao"
30,"tecnico","solteiro","segundo","nao",102,"sim","nao","outro",7,"mai",614,2,-1,0,"desconhecido","nao"
33,"manufatura","casado","primeiro","nao",0,"sim","nao","outro",15,"mai",270,1,-1,0,"desconhecido","nao"
55,"desconhecido","casado","primeiro","nao",159,"nao","nao","outro",4,"sep",15,1,-1,0,"desconhecido","nao"
33,"manufatura","casado","segundo","nao",1134,"sim","nao","outro",23,"mai",304,2,-1,0,"desconhecido","nao"
42,"manufatura","casado","segundo","nao",352,"sim","nao","celular",11,"mai",79,3,-1,0,"desconhecido","nao"
37,"gestao","casado","superior","nao",865,"sim","nao","celular",3,"jun",101,1,-1,0,"desconhecido","nao"
59,"manufatura","casado","primeiro","nao",179,"sim","nao","outro",5,"mai",55,3,-1,0,"desconhecido","nao"
27,"manufatura","solteiro","segundo","nao",5,"sim","nao","outro",19,"mai",205,3,-1,0,"desconhecido","nao"
23,"student","casado","superior","sim",-230,"sim","nao","celular",18,"mai",259,2,-1,0,"desconhecido","nao"
51,"gestao","divorciado","superior","nao",0,"nao","nao","celular",13,"ago",60,2,-1,0,"desconhecido","nao"
50,"manufatura","casado","primeiro","nao",3924,"sim","nao","celular",20,"abr",122,2,-1,0,"desconhecido","nao"
43,"tecnico","casado","segundo","nao",764,"sim","nao","celular",14,"jul",557,5,-1,0,"desconhecido","nao"
37,"manufatura","divorciado","primeiro","nao",511,"sim","nao","telefone",11,"mai",42,1,-1,0,"desconhecido","nao"
34,"gestao","solteiro","superior","nao",4348,"sim","nao","celular",28,"ago",373,8,-1,0,"desconhecido","nao"
41,"gestao","casado","superior","nao",3016,"sim","nao","celular",14,"jul",80,3,-1,0,"desconhecido","nao"
26,"student","solteiro","segundo","nao",279,"nao","nao","celular",7,"mai",239,3,-1,0,"desconhecido","nao"
49,"gestao","divorciado","superior","nao",1405,"nao","nao","outro",8,"jun",29,1,-1,0,"desconhecido","nao"
29,"manufatura","solteiro","segundo","nao",908,"sim","nao","outro",20,"jun",1663,1,-1,0,"desconhecido","sim"
30,"gestao","solteiro","superior","nao",162,"sim","nao","outro",20,"mai",186,4,-1,0,"desconhecido","nao"
38,"servicos","divorciado","segundo","nao",792,"nao","nao","outro",6,"jun",430,1,-1,0,"desconhecido","nao"
58,"gestao","casado","segundo","nao",111,"nao","nao","telefone",24,"mar",58,2,-1,0,"desconhecido","nao"
34,"student","solteiro","desconhecido","nao",1281,"nao","nao","celular",25,"ago",279,1,117,1,"fracassou","nao"
53,"servicos","divorciado","desconhecido","nao",1012,"sim","nao","celular",28,"jul",332,2,-1,0,"desconhecido","nao"
50,"gestao","casado","superior","nao",2881,"nao","nao","celular",5,"ago",510,2,2,5,"outro","nao"
