Country or Area,Year,Scope,Value,Value Footnotes
Congo,1995,"Brazzaville, Afric.",76.79385649,
Congo,1994,"Brazzaville, Afric.",70.48236141,
Congo,1994,"Brazzaville, Europ.",165.7261711,"1,2"
Congo,1993,"Brazzaville, Europ.",105.4078495,"1,2"
Congo,1993,"Brazzaville, Afric.",49.48404128,
Congo,1992,"Brazzaville, Afric.",47.1562275,
Congo,1992,"Brazzaville, Europ.",103.7438958,"1,2"
Congo,1991,"Brazzaville, Europ.",101.5192621,"1,2"
Congo,1991,"Brazzaville, Afric.",49.10007199,
Congo,1990,"Brazzaville, Afric.",49.9400048,
Congo,1990,"Brazzaville, Europ.",100,"1,2"
Congo,1989,"Brazzaville, Europ.",97.44981009,"1,2"
Congo,1989,"Brazzaville, Afric.",48.52411807,
Congo,1988,"Brazzaville, Afric.",48.50011999,
Congo,1988,"Brazzaville, Europ.",93.72400072,"1,2"
Congo,1987,"Brazzaville, Europ.",89.65454874,"1,2"
Congo,1987,"Brazzaville, Afric.",49.41204704,
Congo,1986,"Brazzaville, Afric.",48.90808735,
Congo,1986,"Brazzaville, Europ.",88.29806475,"1,2"
Congo,1985,"Brazzaville, Europ.",86.21812263,"1,2"
Congo,1985,"Brazzaville, Afric.",48.88408927,
Congo,1984,"Brazzaville, Afric.",46.74826014,
Congo,1984,"Brazzaville, Europ.",81.06348345,"1,2"
Congo,1983,"Brazzaville, Europ.",72.09260264,"1,2"
Congo,1983,"Brazzaville, Afric.",41.06071514,
Congo,1982,"Brazzaville, Afric.",37.50899928,
Congo,1982,"Brazzaville, Europ.",66.25067824,"1,2,39"
Congo,1981,"Brazzaville, Europ.",59.32356665,"1,2"
Congo,1981,"Brazzaville, Afric.",31.72546196,
Congo,1980,"Brazzaville, Afric.",28.91768659,
Congo,1980,"Brazzaville, Europ.",50.82293362,"1,2"
Congo,1979,"Brazzaville, Europ.",47.24181588,"1,2"
Congo,1978,"Brazzaville, Europ.",44.00434075,"1,2"
Congo,1976,"Brazzaville, Europ.",34.67173087,"1,2"
Congo,1975,"Brazzaville, Europ.",32.0311087,"1,2"
Congo,1974,"Brazzaville, Europ.",27.5818412,"1,2"
Congo,1973,"Brazzaville, Europ.",26.13492494,"1,2"
Congo,1972,"Brazzaville, Europ.",25.24868873,"1,2"
Congo,1971,"Brazzaville, Europ.",23.00596853,"1,2"
Congo,1970,"Brazzaville, Europ.",22.10164587,"1,2"
Congo,1969,"Brazzaville, Europ.",21.79417616,"1,2"
"Congo, Democratic Republic of",1981,Kinshasa,100,40
"Congo, Democratic Republic of",1980,Kinshasa,73.8514147,40
"Congo, Democratic Republic of",1979,Kinshasa,52.20340853,40
"Congo, Democratic Republic of",1978,Kinshasa,25.0896255,40
"Congo, Democratic Republic of",1977,Kinshasa,16.83856379,40
"Congo, Democratic Republic of",1976,Kinshasa,9.966355965,40
"Congo, Democratic Republic of",1975,Kinshasa,5.515415587,"4,40"
"Congo, Democratic Republic of",1974,Kinshasa,4.311286688,40
"Congo, Democratic Republic of",1973,Kinshasa,3.355562002,40
"Congo, Democratic Republic of",1972,Kinshasa,2.900855984,40
"Congo, Democratic Republic of",1971,Kinshasa,2.505093339,40
"Congo, Democratic Republic of",1970,Kinshasa,2.36826051,40
"Congo, Democratic Republic of",1969,Kinshasa,2.105120453,40
Cook Islands,2008,Rarotonga,135.3571538,
Cook Islands,2007,Rarotonga,125.5205792,4
Cook Islands,2006,Rarotonga,122.4299962,
Cook Islands,2005,Rarotonga,118.4503261,
Cook Islands,2004,Rarotonga,115.6118144,
Cook Islands,2003,Rarotonga,114.6049099,
Cook Islands,2002,Rarotonga,112.3609513,
Cook Islands,2001,Rarotonga,108.7073264,
Cook Islands,2000,Rarotonga,100,
Cook Islands,1999,Rarotonga,96.95051784,
Cook Islands,1998,Rarotonga,95.70387419,4
Cook Islands,1997,Rarotonga,94.96083168,
Cook Islands,1996,Rarotonga,95.40665718,
Cook Islands,1995,Rarotonga,95.92678694,
Cook Islands,1994,Rarotonga,95.10944018,
Cook Islands,1993,Rarotonga,92.65739993,
Cook Islands,1992,Rarotonga,86.34153867,
Cook Islands,1991,Rarotonga,83.44367291,
Cook Islands,1990,Rarotonga,78.8368094,
Cook Islands,1989,Rarotonga,74.89868415,
Cook Islands,1988,Rarotonga,70.73764614,
Cook Islands,1987,Rarotonga,65.31343588,
Cook Islands,1986,Rarotonga,58.92327036,
Cook Islands,1985,Rarotonga,53.57336435,4
Cook Islands,1984,Rarotonga,47.58233471,
Cook Islands,1983,Rarotonga,42.53215961,
Cook Islands,1982,Rarotonga,39.57123503,
Cook Islands,1981,Rarotonga,35.15752036,4
Cook Islands,1980,Rarotonga,28.96869329,
Cook Islands,1979,Rarotonga,25.47084175,
Cook Islands,1978,Rarotonga,22.90485027,
Cook Islands,1977,Rarotonga,20.50767401,
Cook Islands,1976,Rarotonga,17.02332769,
Cook Islands,1975,Rarotonga,13.83609617,
Cook Islands,1974,Rarotonga,11.96562343,
Cook Islands,1973,Rarotonga,10.59484377,
Cook Islands,1972,Rarotonga,9.656231097,
Cook Islands,1971,Rarotonga,8.67035016,
Cook Islands,1970,Rarotonga,7.839779233,
Cook Islands,1969,Rarotonga,7.508901384,
Costa Rica,2008,Not applicable,234.9063375,41
Costa Rica,2007,Not applicable,207.0993495,41
Costa Rica,2006,Not applicable,189.3758362,"4,41"
Costa Rica,2005,Not applicable,169.8984303,41
Costa Rica,2004,Not applicable,149.2972197,41
Costa Rica,2003,Not applicable,132.9280804,41
Costa Rica,2002,Not applicable,121.4527547,41
Costa Rica,2001,Not applicable,111.2547451,41
Costa Rica,2000,Not applicable,100,41
Costa Rica,1999,Not applicable,90.12003693,41
Costa Rica,1998,Not applicable,81.89186416,41
Costa Rica,1997,Not applicable,73.34051503,41
Costa Rica,1996,Not applicable,64.76351698,41
Costa Rica,1995,Not applicable,55.10926439,41
Costa Rica,1994,Not applicable,44.73684211,41
Costa Rica,1993,Not applicable,39.40699703,41
Costa Rica,1992,Not applicable,35.89309531,41
Costa Rica,1991,Not applicable,29.47060634,41
Costa Rica,1990,Not applicable,22.89935365,41
Costa Rica,1989,Not applicable,19.23668821,41
Costa Rica,1988,Not applicable,16.50764338,41
Costa Rica,1987,Not applicable,13.66574331,41
Costa Rica,1986,Not applicable,11.69590643,41
Costa Rica,1985,Not applicable,10.45449882,41
Costa Rica,1984,Not applicable,9.089976403,41
Costa Rica,1983,Not applicable,8.119575254,41
Costa Rica,1982,Not applicable,6.12131938,41
Costa Rica,1981,Not applicable,3.219657331,41
Costa Rica,1980,Not applicable,2.349133067,41
Costa Rica,1979,Not applicable,1.988663178,41
Costa Rica,1978,Not applicable,1.821432236,41
Costa Rica,1977,Not applicable,1.718067098,41
Costa Rica,1976,Not applicable,1.649225403,41
Costa Rica,1975,Not applicable,1.486662563,41
Costa Rica,1972,Not applicable,0.845183133,41
Costa Rica,1971,Not applicable,0.808043501,41
Costa Rica,1970,Not applicable,0.78388222,41
Costa Rica,1969,Not applicable,0.748999692,41
Côte d'Ivoire,2008,"Abidjan, Afric.",129.9555556,42
Côte d'Ivoire,2007,"Abidjan, Afric.",122.2222222,42
Côte d'Ivoire,2006,"Abidjan, Afric.",119.9111111,42
Côte d'Ivoire,2005,"Abidjan, Afric.",117.0666667,42
Côte d'Ivoire,2004,"Abidjan, Afric.",112.7111111,42
Côte d'Ivoire,2003,"Abidjan, Afric.",111.0844444,42
Côte d'Ivoire,2002,"Abidjan, Afric.",107.5555556,42
Côte d'Ivoire,2001,"Abidjan, Afric.",104.3555556,42
Côte d'Ivoire,2000,"Abidjan, Afric.",100,42
Côte d'Ivoire,1999,"Abidjan, Afric.",97.51111111,42
Côte d'Ivoire,1998,"Abidjan, Afric.",96.8,42
Côte d'Ivoire,1997,"Abidjan, Afric.",92.53333333,42
Côte d'Ivoire,1996,"Abidjan, Afric.",88.88888889,"42,43"
Côte d'Ivoire,1994,"Abidjan, Afric.",134.9595968,"4,42"
Côte d'Ivoire,1994,"Abidjan, Europ.",136.1517368,"2,44"
Côte d'Ivoire,1993,"Abidjan, Europ.",101.6301036,"2,44"
Côte d'Ivoire,1993,"Abidjan, Afric.",107.0552147,42
Côte d'Ivoire,1992,"Abidjan, Afric.",104.2944785,42
Côte d'Ivoire,1992,"Abidjan, Europ.",101.2340037,"2,44"
Côte d'Ivoire,1991,"Abidjan, Europ.",100,"2,44"
Côte d'Ivoire,1991,"Abidjan, Afric.",100,42
Côte d'Ivoire,1990,"Abidjan, Afric.",98.31288344,"42,45"
Côte d'Ivoire,1990,"Abidjan, Europ.",99.19256551,"2,44,45"
Côte d'Ivoire,1989,"Abidjan, Europ.",98.27848873,"2,44,46"
Côte d'Ivoire,1989,"Abidjan, Afric.",99.0797546,"42,46"
Côte d'Ivoire,1988,"Abidjan, Afric.",98.08282209,42
Côte d'Ivoire,1988,"Abidjan, Europ.",95.82571603,"2,44"
Côte d'Ivoire,1987,"Abidjan, Europ.",93.23583181,"2,44"
Côte d'Ivoire,1987,"Abidjan, Afric.",91.71779141,42
Côte d'Ivoire,1986,"Abidjan, Afric.",85.73619632,42
Côte d'Ivoire,1986,"Abidjan, Europ.",91.33150518,"2,44"
Côte d'Ivoire,1985,"Abidjan, Europ.",90.7678245,"2,44"
Côte d'Ivoire,1985,"Abidjan, Afric.",80.29141104,"4,42"
Côte d'Ivoire,1984,"Abidjan, Afric.",78.87055697,42
Côte d'Ivoire,1984,"Abidjan, Europ.",83.56185253,"2,44"
Côte d'Ivoire,1983,"Abidjan, Europ.",79.28092626,"2,44"
Côte d'Ivoire,1983,"Abidjan, Afric.",75.58154292,42
Côte d'Ivoire,1982,"Abidjan, Afric.",71.38476099,42
Côte d'Ivoire,1982,"Abidjan, Europ.",74.25350396,"2,44"
Côte d'Ivoire,1981,"Abidjan, Europ.",65.90493602,"2,44"
Côte d'Ivoire,1981,"Abidjan, Afric.",66.45123991,42
Côte d'Ivoire,1980,"Abidjan, Afric.",61.25459771,42
Côte d'Ivoire,1980,"Abidjan, Europ.",58.22669104,"2,44"
Côte d'Ivoire,1979,"Abidjan, Europ.",53.54966484,"2,44"
Côte d'Ivoire,1979,"Abidjan, Afric.",53.2951837,42
Côte d'Ivoire,1978,"Abidjan, Afric.",45.70413927,42
Côte d'Ivoire,1978,"Abidjan, Europ.",49.1773309,"2,44"
Côte d'Ivoire,1977,"Abidjan, Europ.",41.13345521,"2,44"
Côte d'Ivoire,1977,"Abidjan, Afric.",40.44171679,42
Côte d'Ivoire,1976,"Abidjan, Afric.",31.73240758,42
Côte d'Ivoire,1976,"Abidjan, Europ.",36.28884826,"2,44"
Côte d'Ivoire,1975,"Abidjan, Europ.",32.20597197,"2,44"
Côte d'Ivoire,1975,"Abidjan, Afric.",28.32498902,42
Côte d'Ivoire,1974,"Abidjan, Afric.",25.43065665,42
Côte d'Ivoire,1974,"Abidjan, Europ.",27.08714199,"2,44"
Côte d'Ivoire,1973,"Abidjan, Europ.",23.29372334,"2,44"
Côte d'Ivoire,1973,"Abidjan, Afric.",21.58908824,42
Côte d'Ivoire,1972,"Abidjan, Afric.",19.4972753,42
Côte d'Ivoire,1972,"Abidjan, Europ.",22.39488117,"2,44"
Côte d'Ivoire,1971,"Abidjan, Europ.",21.60268129,"2,44"
Côte d'Ivoire,1971,"Abidjan, Afric.",19.43149502,42
Côte d'Ivoire,1970,"Abidjan, Afric.",19.5893677,42
Côte d'Ivoire,1970,"Abidjan, Europ.",20.74954296,"2,44"
Côte d'Ivoire,1969,"Abidjan, Europ.",19.75929311,"2,44"
Côte d'Ivoire,1969,"Abidjan, Afric.",18.03695306,42
Croatia,2008,Not applicable,128.4120261,
Croatia,2007,Not applicable,121.1132964,
Croatia,2006,Not applicable,117.6920168,
Croatia,2005,Not applicable,114.0426519,4
Croatia,2004,Not applicable,110.3840884,
Croatia,2003,Not applicable,108.1889503,
Croatia,2002,Not applicable,106.3074033,
Croatia,2001,Not applicable,104.5303867,4
Croatia,2000,Not applicable,100,
Croatia,1999,Not applicable,94.95395948,
Croatia,1998,Not applicable,91.71270718,
Croatia,1997,Not applicable,86.15101289,
Croatia,1996,Not applicable,82.79926335,
Croatia,1995,Not applicable,79.37384899,
Croatia,1994,Not applicable,76.31675875,
Croatia,1993,Not applicable,36.83241252,4
Croatia,1992,Not applicable,2.321902914,
Croatia,1991,Not applicable,0.316340929,
Croatia,1990,Not applicable,0.141097649,4
Croatia,1989,Not applicable,0.020328151,
Croatia,1988,Not applicable,0.001565387,
Croatia,1987,Not applicable,0.000530118,
Croatia,1986,Not applicable,0.000238053,
Croatia,1985,Not applicable,0.000123599,4
Croatia,1984,Not applicable,7.07E-05,
Croatia,1983,Not applicable,4.64E-05,
Croatia,1982,Not applicable,3.30E-05,
Croatia,1981,Not applicable,2.50E-05,
Croatia,1980,Not applicable,1.79E-05,
Cuba,2008,Not applicable,124.5437319,
Cuba,2007,Not applicable,122.5491174,
Cuba,2006,Not applicable,114.4709285,
Cuba,2005,Not applicable,108.9059539,
Cuba,2004,Not applicable,105.894086,
Cuba,2003,Not applicable,108.2377581,
Cuba,2002,Not applicable,106.0835744,
Cuba,2001,Not applicable,111.9477411,
Cuba,2000,Not applicable,100,
Cuba,1999,Not applicable,99.73072704,
Cyprus,2008,Not applicable,125.7898016,47
Cyprus,2007,Not applicable,120.1777646,47
Cyprus,2006,Not applicable,117.3831992,"4,47"
Cyprus,2005,Not applicable,114.5313681,47
Cyprus,2004,Not applicable,111.6685563,47
Cyprus,2003,Not applicable,109.1742253,47
Cyprus,2002,Not applicable,104.8374906,47
Cyprus,2001,Not applicable,101.9746788,47
Cyprus,2000,Not applicable,100,47
Cyprus,1999,Not applicable,96.02229781,47
Cyprus,1998,Not applicable,94.48223734,"4,47"
Cyprus,1997,Not applicable,92.42142188,47
Cyprus,1996,Not applicable,89.20716492,47
Cyprus,1995,Not applicable,86.62345598,47
Cyprus,1994,Not applicable,84.41653793,"4,47"
Cyprus,1993,Not applicable,80.65861792,47
Cyprus,1992,Not applicable,76.89609941,47
Cyprus,1991,Not applicable,72.20338614,47
Cyprus,1990,Not applicable,68.73900698,47
Cyprus,1989,Not applicable,65.78146469,47
Cyprus,1988,Not applicable,63.39038716,47
Cyprus,1987,Not applicable,61.29148618,47
Cyprus,1986,Not applicable,59.62786865,"4,47"
Cyprus,1985,Not applicable,58.90381596,47
Cyprus,1984,Not applicable,56.08332312,47
Cyprus,1983,Not applicable,52.91263487,47
Cyprus,1982,Not applicable,50.36661952,47
Cyprus,1981,Not applicable,47.32370527,"4,47"
Cyprus,1980,Not applicable,42.72415596,47
Cyprus,1979,Not applicable,37.64189993,47
Cyprus,1978,Not applicable,34.38593554,47
Cyprus,1977,Not applicable,32.00929675,"13,47"
Cyprus,1976,Not applicable,100,47
Cyprus,1975,Not applicable,96.36147444,47
Cyprus,1974,Not applicable,92.09671027,"47,48"
Cyprus,1973,Not applicable,79.27070947,"4,47"
Cyprus,1972,Not applicable,73.52582713,47
Cyprus,1971,Not applicable,70.13337506,47
Cyprus,1970,Not applicable,67.34141177,47
Cyprus,1969,Not applicable,65.76280724,47
Czech Republic,2008,Not applicable,125.3785148,
Czech Republic,2007,Not applicable,117.8803172,
Czech Republic,2006,Not applicable,114.5638068,
Czech Republic,2005,Not applicable,111.6798846,
Czech Republic,2004,Not applicable,109.6611392,
Czech Republic,2003,Not applicable,106.6330209,
Czech Republic,2002,Not applicable,106.5609229,
Czech Republic,2001,Not applicable,104.6863735,
Czech Republic,2000,Not applicable,100,4
Czech Republic,1999,Not applicable,96.23265036,
Czech Republic,1998,Not applicable,94.24983477,
Czech Republic,1997,Not applicable,85.12888301,
Czech Republic,1996,Not applicable,78.51949769,
Czech Republic,1995,Not applicable,72.10839392,
Czech Republic,1994,Not applicable,66.09385327,4
Czech Republic,1993,Not applicable,60.0640562,
Czech Republic,1992,Not applicable,49.71983536,
Czech Republic,1991,Not applicable,44.75564897,
Czech Republic,1990,Not applicable,28.56356459,
Denmark,2008,Not applicable,118.1,
Denmark,2007,Not applicable,114.2,
Denmark,2006,Not applicable,112.3,
Denmark,2005,Not applicable,110.2,
Denmark,2004,Not applicable,108.3,
Denmark,2003,Not applicable,107,
Denmark,2002,Not applicable,104.8,
Denmark,2001,Not applicable,102.4,
Denmark,2000,Not applicable,100,4
Denmark,1999,Not applicable,97.12722298,
Denmark,1998,Not applicable,94.80164159,
Denmark,1997,Not applicable,93.06885545,
Denmark,1996,Not applicable,91.0624715,
Denmark,1995,Not applicable,89.19288646,
Denmark,1994,Not applicable,87.36890105,
Denmark,1993,Not applicable,85.63611491,
Denmark,1992,Not applicable,84.5873233,
Denmark,1991,Not applicable,82.85453716,
Denmark,1990,Not applicable,80.89375285,
Denmark,1989,Not applicable,78.84176927,
Denmark,1988,Not applicable,75.23939809,
Denmark,1987,Not applicable,71.95622435,
Denmark,1986,Not applicable,69.1746466,
Denmark,1985,Not applicable,66.75786594,
Denmark,1984,Not applicable,63.74829001,
Denmark,1983,Not applicable,59.96352029,
Denmark,1982,Not applicable,56.0875513,
Denmark,1981,Not applicable,50.93479252,
Denmark,1980,Not applicable,45.5996352,4
Denmark,1979,Not applicable,40.59784706,
Denmark,1978,Not applicable,37.04101994,
Denmark,1977,Not applicable,33.65091909,
Denmark,1976,Not applicable,30.28860595,
Denmark,1975,Not applicable,27.78771189,4
Denmark,1974,Not applicable,25.3463191,
Denmark,1973,Not applicable,21.9970717,
Denmark,1972,Not applicable,20.12002097,
Denmark,1971,Not applicable,18.88092212,
Denmark,1970,Not applicable,17.83811615,
Denmark,1969,Not applicable,16.74623696,
Djibouti,1982,Europ.,100,"2,7"
Djibouti,1981,Europ.,102.5293586,"2,7"
Djibouti,1980,Europ.,96.95874737,"2,7"
Djibouti,1979,Europ.,86.51008732,"2,7"
Djibouti,1978,Europ.,75.21830774,"2,7"
Djibouti,1977,Europ.,62.90274014,"2,7"
Djibouti,1976,Europ.,51.76151762,"2,7"
Djibouti,1975,Europ.,46.07046071,"2,7"
Djibouti,1974,Europ.,41.04185486,"2,7"
Djibouti,1973,Europ.,35.35079795,"2,7"
Djibouti,1972,Europ.,32.85155074,"2,7"
Djibouti,1971,Europ.,30.68352906,"2,7"
Djibouti,1970,Europ.,30.11141223,"2,7"
Dominica,2008,Not applicable,119.1817639,9
Dominica,2007,Not applicable,112.0645033,9
Dominica,2006,Not applicable,108.5705754,9
Dominica,2005,Not applicable,105.8033048,9
Dominica,2004,Not applicable,104.0613179,9
Dominica,2003,Not applicable,101.6026279,9
Dominica,2002,Not applicable,100.1791758,9
Dominica,2001,Not applicable,100,"9,10"
Dominica,2000,Not applicable,100,9
Dominica,1999,Not applicable,99.14648854,9
Dominica,1998,Not applicable,97.99610354,9
Dominica,1997,Not applicable,97.0127099,9
Dominica,1996,Not applicable,94.6284442,9
Dominica,1995,Not applicable,93.14407645,9
Dominica,1994,Not applicable,91.93802765,"4,9"
Dominica,1993,Not applicable,91.93802765,9
Dominica,1992,Not applicable,90.32507979,9
Dominica,1991,Not applicable,85.8088258,9
Dominica,1990,Not applicable,81.29257181,9
Dominica,1989,Not applicable,78.77637316,9
Dominica,1988,Not applicable,73.29235046,9
Dominica,1987,Not applicable,71.93747426,9
Dominica,1986,Not applicable,68.32447107,9
Dominica,1985,Not applicable,66.32441573,9
Dominica,1984,Not applicable,64.96953954,"4,9"
Dominica,1983,Not applicable,63.57159889,9
Dominica,1982,Not applicable,61.04340835,9
Dominica,1981,Not applicable,58.46564545,9
Dominica,1980,Not applicable,49.84005421,9
Dominica,1979,Not applicable,38.87464742,"9,49"
Dominica,1978,Not applicable,32.96562169,9
Dominica,1977,Not applicable,30.59606272,9
Dominica,1976,Not applicable,27.93898404,9
Dominica,1975,Not applicable,25.19267511,9
Dominica,1974,Not applicable,21.29628734,9
Dominica,1973,Not applicable,15.63512343,9
Dominica,1972,Not applicable,13.94966308,9
Dominica,1971,Not applicable,13.44402497,9
Dominica,1970,Not applicable,12.96813028,9
Dominica,1969,Not applicable,11.56027516,9
Dominican Republic,2008,Not applicable,291.1206818,
Dominican Republic,2007,Not applicable,263.0807294,
Dominican Republic,2006,Not applicable,247.8695134,
Dominican Republic,2005,Not applicable,230.4590855,
Dominican Republic,2004,Not applicable,221.2040685,
Dominican Republic,2003,Not applicable,146.064327,
Dominican Republic,2002,Not applicable,114.5697792,
Dominican Republic,2001,Not applicable,108.8884816,
Dominican Republic,2000,Not applicable,100,
Dominican Republic,1999,Not applicable,92.8342344,
Dominican Republic,1998,Not applicable,87.1895904,4
Dominican Republic,1997,Not applicable,83.1706964,
Dominican Republic,1996,Not applicable,76.79903852,
Dominican Republic,1995,Not applicable,72.86436148,
Dominican Republic,1994,Not applicable,64.74766751,
Dominican Republic,1993,Not applicable,59.80693923,
Dominican Republic,1992,Not applicable,56.82368622,
Dominican Republic,1991,Not applicable,54.50278821,
Dominican Republic,1990,Not applicable,37.05697954,
Dominican Republic,1989,Not applicable,24.62852899,
Dominican Republic,1988,Not applicable,17.50954043,
Dominican Republic,1987,Not applicable,12.1712474,
Dominican Republic,1986,Not applicable,10.71831518,4
Dominican Republic,1985,Not applicable,9.7668895,
Dominican Republic,1984,Not applicable,7.101749275,
Dominican Republic,1983,Not applicable,5.70686534,
Dominican Republic,1982,Not applicable,5.337035337,
Dominican Republic,1981,Not applicable,4.958423984,
Dominican Republic,1980,Not applicable,4.610885105,
Dominican Republic,1979,Not applicable,3.949244032,
Dominican Republic,1979,Santo Domingo,100,27
Dominican Republic,1978,Not applicable,3.617579135,
Dominican Republic,1978,Santo Domingo,91.60401003,27
Dominican Republic,1977,Santo Domingo,88.47117795,27
Dominican Republic,1976,Santo Domingo,78.44611529,27
Dominican Republic,1975,Santo Domingo,72.72347536,27
Dominican Republic,1974,Santo Domingo,63.53383459,27
Dominican Republic,1973,Santo Domingo,56.14035088,27
Dominican Republic,1972,Santo Domingo,48.78863826,27
Dominican Republic,1971,Santo Domingo,45.23809524,27
Dominican Republic,1970,Santo Domingo,43.94319131,"27,50"
Dominican Republic,1969,Santo Domingo,41.7710944,27
Ecuador,2008,Not applicable,200.9438723,
Ecuador,2007,Not applicable,185.3716246,
Ecuador,2006,Not applicable,181.2465259,
Ecuador,2005,Not applicable,175.4541997,4
Ecuador,2004,Not applicable,171.7287382,
Ecuador,2003,Not applicable,167.1456365,
Ecuador,2002,Not applicable,154.8638132,
Ecuador,2001,Not applicable,137.6737076,
Ecuador,2000,Not applicable,100,
Ecuador,1999,Not applicable,51.00055586,
Ecuador,1998,Not applicable,33.49082824,
Ecuador,1997,Not applicable,24.61089494,
Ecuador,1996,Not applicable,18.84380211,
Ecuador,1995,Not applicable,15.14730406,4
Ecuador,1994,Not applicable,12.32153782,
Ecuador,1993,Not applicable,9.678238161,
Ecuador,1992,Not applicable,6.676730153,
Ecuador,1991,Not applicable,4.318562548,
Ecuador,1990,Not applicable,2.903549904,
Ecuador,1989,Not applicable,1.955239253,
Ecuador,1988,Not applicable,1.11318064,
Ecuador,1987,Not applicable,0.703527474,
Ecuador,1986,Not applicable,0.543252775,
Ecuador,1985,Not applicable,0.441596025,
Ecuador,1984,Not applicable,0.344982885,
Ecuador,1983,Not applicable,0.262940171,
Ecuador,1982,Not applicable,0.177198811,
Ecuador,1981,Not applicable,0.152317005,
Ecuador,1981,Quito,100,40
Ecuador,1980,Quito,85.91666667,40
Ecuador,1980,Not applicable,0.135953294,32
Ecuador,1979,Quito,76.02083333,40
Ecuador,1978,Quito,68.9375,40
Ecuador,1977,Quito,61.75,40
Ecuador,1976,Quito,54.625,40
Ecuador,1975,Quito,49.35416667,40
Ecuador,1974,Quito,42.79166667,40
Ecuador,1973,Quito,34.6875,40
Ecuador,1972,Quito,30.70833333,40
Ecuador,1971,Quito,28.45833333,40
Ecuador,1970,Quito,26.25,40
Ecuador,1969,Quito,24.97916667,40
Egypt,2008,Not applicable,186.4383416,
Egypt,2007,Not applicable,157.5595795,4
Egypt,2006,Not applicable,143.9344555,
Egypt,2005,Not applicable,133.7112211,
Egypt,2004,Not applicable,127.3957096,4
Egypt,2003,Not applicable,109.4884488,
Egypt,2002,Not applicable,105.0330033,
Egypt,2001,Not applicable,102.2277228,
Egypt,2000,Not applicable,100,
Egypt,1999,Not applicable,97.35973597,4
Egypt,1998,Not applicable,92.47357848,
Egypt,1997,Not applicable,89.3266329,
Egypt,1996,Not applicable,85.38712326,
Egypt,1995,Not applicable,79.62937839,
Egypt,1994,Not applicable,73.4986622,
Egypt,1993,Not applicable,67.99733512,
Egypt,1992,Not applicable,60.70108353,
Egypt,1991,Not applicable,53.40483194,
Egypt,1990,Not applicable,44.57007362,
Egypt,1989,Not applicable,38.15962893,
Egypt,1988,Not applicable,31.46945575,
Egypt,1987,Not applicable,26.73738203,
Egypt,1986,Not applicable,22.35496893,
Egypt,1985,Not applicable,18.22897363,
Egypt,1984,Not applicable,15.05871734,4
Egypt,1983,Not applicable,12.86352233,
Egypt,1982,Not applicable,11.081729,
Egypt,1981,Not applicable,9.652448741,
Egypt,1980,Not applicable,8.739119428,
Egypt,1979,Not applicable,7.24254122,
Egypt,1978,Not applicable,6.588789712,
Egypt,1977,Not applicable,5.931833539,
Egypt,1976,Not applicable,5.26205871,
Egypt,1975,Not applicable,4.771745078,
Egypt,1974,Not applicable,4.348729396,
Egypt,1973,Not applicable,3.92250905,
Egypt,1972,Not applicable,3.762275837,
Egypt,1971,Not applicable,3.685363895,
Egypt,1970,Not applicable,3.573200646,
Egypt,1969,Not applicable,3.441809412,
El Salvador,2008,Not applicable,137.7231434,24
El Salvador,2007,Not applicable,128.409885,24
El Salvador,2006,Not applicable,122.7876247,24
El Salvador,2005,Not applicable,118.0229973,24
El Salvador,2004,Not applicable,112.7310844,24
El Salvador,2003,Not applicable,107.9346928,24
El Salvador,2002,Not applicable,105.6857887,24
El Salvador,2001,Not applicable,103.7481736,24
El Salvador,2000,Not applicable,100,24
El Salvador,1999,Not applicable,97.80191856,24
El Salvador,1998,Not applicable,97.38263135,24
El Salvador,1997,Not applicable,94.86055524,24
El Salvador,1996,Not applicable,90.78838702,24
El Salvador,1995,Not applicable,82.68852042,24
El Salvador,1994,Not applicable,75.15405629,24
El Salvador,1993,Not applicable,67.96264532,24
El Salvador,1992,Not applicable,57.34705546,24
El Salvador,1991,Not applicable,51.55962137,24
El Salvador,1990,Not applicable,45.06702243,"4,24"
El Salvador,1989,Not applicable,36.34778911,24
El Salvador,1988,Not applicable,30.89788121,24
El Salvador,1987,Not applicable,25.80283664,24
El Salvador,1986,Not applicable,20.66258261,24
El Salvador,1985,Not applicable,15.65981488,24
El Salvador,1984,Not applicable,12.8035677,24
El Salvador,1983,Not applicable,11.46152788,24
El Salvador,1982,Not applicable,10.13187422,24
El Salvador,1981,Not applicable,9.06914218,24
El Salvador,1980,Not applicable,7.899269906,24
El Salvador,1979,Not applicable,6.731255555,24
El Salvador,1978,Not applicable,5.809106367,"4,24"
El Salvador,1977,Not applicable,5.128462497,24
El Salvador,1976,Not applicable,4.586882926,24
El Salvador,1975,Not applicable,4.284872086,24
El Salvador,1974,Not applicable,3.598008882,24
El Salvador,1973,Not applicable,3.078321365,24
El Salvador,1972,Not applicable,2.89273645,24
El Salvador,1971,Not applicable,2.844971968,"24,51"
El Salvador,1970,Not applicable,2.836513674,24
El Salvador,1969,Not applicable,2.758647617,24
Equatorial Guinea,2006,Malabo,144.5,
Equatorial Guinea,2004,Malabo,130.9,
Equatorial Guinea,2003,Malabo,125.52,
Equatorial Guinea,2002,Malabo,117.01,
Equatorial Guinea,2001,Malabo,108.77,
Equatorial Guinea,2000,Malabo,100,
Estonia,2008,Not applicable,146.2974112,
Estonia,2007,Not applicable,132.5363378,
