CUST_ID,AVG_BALANCE,TENURE,NUM_TRANS,ACCESSORIES,APPLIANCES,CULTURE,GAS,BOOKS,APPAREL,FITNESS,EDUCATION,ENTERTAINMENT,FOOD,HEALTH,HOME_GARDEN,TELCOS,TRAVEL,PURCHASES_AMOUNT,Loyalty,,,
C10602,687.717649,9,11.526271,0,0,0,0,0,0,0,0,0,0,1044.186061,0,0,0,1044.186061,0,,,
C10603,167.502003,12,20.755158,134.073203,145.64884,0,0,0,188.296346,0,0,0,174.056564,0,0,0,0,642.074953,0,,,
C10604,240.816379,12,14.461608,0,0,0,0,0,154.288865,0,0,0,0,0,0,0,1573.025655,1727.31452,0,,,
C10605,612.406079,12,44.909408,168.838034,0,0,0,0,295.281298,0,0,48.140856,25.693599,0,0,0,1002.35483,1540.308617,0,,,
C10606,180.318994,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10607,1198.093039,12,98.113103,525.878422,340.22215,0,43.347416,22.342244,1661.040483,0,0,0,931.055464,19.888697,55.083448,821.521339,255.583842,4675.963505,1,,,
C10608,562.566644,11,0.924185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10609,2712.910241,12,48.007542,0,48.939154,0,393.023501,0,79.007488,0,0,0,80.833937,0,0,1628.57351,0,2230.377591,1,,,
C10610,11370.01198,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10611,404.191279,12,49.808169,18.437349,25.29534,0,208.048315,0,93.491278,0,0,0,481.233263,0,467.041966,680.145591,0,1973.693101,1,,,
C10612,299.218933,12,25.625898,37.224894,0,0,0,44.036457,1629.256403,0,0,639.947735,0,14.853128,0,0,1042.153267,3407.471883,1,,,
C10613,309.118061,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10614,6075.865882,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10615,314.618899,11,91.192361,487.004568,36.462407,0,0,86.254609,1116.728511,0,0,71.395392,0,63.80747,535.893619,0,515.604946,2913.151522,1,,,
C10616,9712.903833,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10617,732.319495,12,19.701136,0,1789.973909,0,0,0,1237.262003,0,0,0,0,0,0,0,0,3027.235912,1,,,
C10618,7738.568153,12,88.225921,41.595077,0,0,298.878941,0,195.597411,0,0,0,1347.906811,87.520541,120.568085,0,1251.080691,3343.147556,1,,,
C10619,2422.037302,12,13.629237,0,0,0,0,0,1646.691013,0,0,165.480703,232.139405,0,539.463082,343.351595,1887.619777,4814.745574,1,,,
C10620,9735.826211,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10621,2413.814374,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10622,839.897351,12,35.695512,0,0,0,0,0,692.591665,0,0,247.029243,226.395115,203.430468,0,0,2615.890825,3985.337315,1,,,
C10623,3663.004735,12,8.933231,0,271.584452,0,318.784426,1006.229026,0,0,0,0,0,0,0,0,0,1596.597904,0,,,
C10624,822.913105,12,37.109844,51.638296,160.223328,1667.982897,0,0,934.123085,0,0,359.463207,92.558748,1465.75114,1240.886517,0,478.033251,6450.66047,1,,,
C10625,4073.940831,12,28.775001,325.007209,585.575338,0,0,340.781678,526.293572,0,0,303.222979,652.421712,0,268.609804,0,485.54035,3487.452642,1,,,
C10626,488.847119,12,11.378191,103.976986,0,0,0,0,542.117189,0,0,0,0,0,293.421119,0,0,939.515295,0,,,
C10627,190.784249,12,12.590319,0,0,0,0,0,0,0,0,0,0,0,0,1464.594143,139.482751,1604.076894,0,,,
C10628,5886.496865,6,25.976915,1673.266741,3261.916171,0,808.337768,0,167.402135,0,0,0,0,0,0,0,0,5910.922815,0,,,
C10629,549.686984,12,46.440535,128.808661,14.002245,0,0,0,126.69892,0,0,0,693.409501,0,73.488564,0,0,1036.407891,0,,,
C10630,285.654854,11,30.697989,0,0,0,0,0,308.042852,0,0,0,0,0,0,301.470952,0,609.513804,0,,,
C10631,11848.48789,12,33.098753,0,0,0,0,0,0,0,0,0,164.075722,0,0,3343.308604,0,3507.384326,1,,,
C10632,438.234449,9,21.145978,0,0,0,0,0,0,0,0,0,0,0,133.772791,0,0,133.772791,0,,,
C10633,1338.023419,12,25.437365,30.035444,376.807711,0,0,0,387.40438,0,0,0,0,0,0,759.535929,0,1553.783464,0,,,
C10634,1233.807084,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10635,58.914741,7,3.918844,0,0,0,0,0,0,0,0,0,0,418.603781,0,0,0,418.603781,0,,,
C10636,3320.205828,11,0.966341,0,4831.204368,0,0,0,0,0,0,0,0,0,0,0,0,4831.204368,1,,,
C10637,6292.556401,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10638,2578.111164,6,35.097212,835.5364,237.690106,0,0,0,3186.939278,0,0,0,384.164368,0,0,0,0,4644.330153,0,,,
C10639,1154.862774,12,11.511644,58.811198,0,0,0,0,164.511353,0,0,54.805554,174.408856,0,409.046626,0,136.409943,997.99353,0,,,
C10640,879.697259,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10641,6658.486155,12,15.815263,430.444745,0,0,0,0,0,0,0,0,0,0,0,1052.128504,202.939117,1685.512365,0,,,
C10642,2124.612061,12,1.882096,0,0,0,0,0,0,0,0,0,0,2944.026125,0,0,0,2944.026125,1,,,
C10643,183.136421,12,9.030323,0,132.328218,0,0,0,0,0,0,0,0,0,0,672.802989,272.826775,1077.957982,0,,,
C10644,4828.26172,12,52.237043,180.349357,125.418455,0,0,59.409804,212.372164,0,0,0,0,0,0,2083.482435,0,2661.032215,1,,,
C10645,5782.557052,12,153.600248,1384.763526,27.531357,0,0,0,2600.407266,0,0,0,1653.317877,0,98.644743,0,0,5764.66477,1,,,
C10646,6225.705135,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10647,97.826103,12,10.450515,0,0,0,0,0,0,0,0,0,0,588.913414,0,0,0,588.913414,0,,,
C10648,1572.980991,12,14.531585,0,0,282.107668,0,0,0,0,0,0,0,0,1405.514733,263.311934,0,1950.934335,1,,,
C10649,1100.038995,12,49.769392,101.811296,298.449925,0,0,0,241.080748,0,0,0,30.094184,157.934657,0,0,0,829.370809,0,,,
C10650,294.884096,12,79.68148,100.561177,16.644935,0,0,0,377.428351,0,0,0,0,1060.66057,0,0,0,1555.295032,0,,,
C10651,8116.486961,8,27.808971,0,0,0,0,0,773.183426,0,0,0,0,0,0,0,0,773.183426,0,,,
C10652,8110.577978,12,32.771884,137.396715,789.743191,0,0,23.903459,305.736952,0,0,0,427.771513,355.042303,0,0,1072.416788,3112.010921,1,,,
C10653,4833.301457,12,35.314596,0,353.17938,0,115.568656,0,267.817863,0,0,0,347.670298,234.405706,289.343729,0,0,1607.985633,0,,,
C10654,201.925345,12,28.032803,0,0,0,0,0,0,0,0,0,0,0,0,707.278613,0,707.278613,0,,,
C10655,1883.005197,11,27.210995,172.201726,0,0,0,0,595.7511,0,0,1346.223276,0,0,0,0,0,2114.176102,1,,,
C10656,457.155079,12,58.968876,92.865682,0,0,0,0,874.385432,0,0,0,0,0,0,0,0,967.251114,0,,,
C10657,3015.99878,12,6.439506,0,0,0,0,0,0,0,0,0,0,0,0,0,6861.236379,6861.236379,1,,,
C10658,3074.300872,12,27.021283,85.069137,0,0,204.013008,0,165.195982,0,0,0,31.455128,49.202275,0,0,136.64042,671.575951,0,,,
C10659,3914.234781,12,1.927522,695.203109,0,0,0,0,1162.939258,0,0,0,0,0,0,0,0,1858.142367,0,,,
C10660,148.648617,12,20.996677,197.154426,0,0,0,0,550.709962,0,0,0,0,0,0,0,281.782171,1029.646558,0,,,
C10661,5267.144819,12,9.7409,0,0,0,3034.206471,0,0,0,0,0,0,0,0,0,0,3034.206471,1,,,
C10662,5295.103568,12,94.928591,578.105782,720.499673,0,0,0,1483.681787,0,0,0,15777.15598,695.274652,51.549049,883.292323,5936.595188,26126.15443,1,,,
C10663,488.802267,12,68.575583,394.708597,40.061113,0,0,480.461139,399.26465,0,0,284.78302,1402.346739,61.968468,571.754105,1117.181176,866.87649,5619.405497,1,,,
C10664,4857.068141,12,19.285288,0,0,0,0,0,7217.218643,0,0,0,7768.378836,0,1215.689552,0,0,16201.28703,1,,,
C10665,5554.207839,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10666,513.108625,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10667,4664.936026,12,0.987283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10668,352.214135,12,16.863177,0,0,0,0,0,0,0,0,0,0,0,289.849912,0,700.50145,990.351362,0,,,
C10669,367.00765,12,79.129308,66.327773,19.358638,0,0,0,893.815721,0,0,0,0,0,0,0,757.274842,1736.776973,0,,,
C10670,1132.337617,12,0.971604,0,2152.194411,0,0,0,0,0,0,0,0,0,0,0,0,2152.194411,1,,,
C10671,10535.0844,12,11.26217,0,0,0,0,0,0,0,0,0,0,0,0,2680.423307,0,2680.423307,1,,,
C10672,747.53316,12,14.030306,0,301.41034,0,0,0,130.520571,0,0,0,0,0,0,825.010046,0,1256.940956,0,,,
C10673,4288.46498,12,6.470373,0,0,0,0,69.856016,92.696277,0,0,0,73.866539,0,176.8068,0,0,413.225632,0,,,
C10674,8448.336791,12,66.135875,257.905698,518.955267,0,6742.799386,184.52495,8230.211605,0,0,8834.269508,2242.699129,76.783003,0,0,22887.81112,49975.95967,1,,,
C10675,360.712937,12,1.990264,0,426.097882,0,0,0,0,0,0,0,0,0,0,241.458692,0,667.556574,0,,,
C10676,64.470812,12,40.421766,155.444687,0,0,0,0,579.383989,0,0,0,0,28.604041,0,0,0,763.432717,0,,,
C10677,1258.076447,12,35.197989,0,0,0,0,0,0,0,0,0,457.815275,0,0,0,0,457.815275,0,,,
C10678,17090.74858,12,2.794302,0,0,0,0,0,5862.807198,0,0,2141.049004,0,0,0,0,0,8003.856201,1,,,
C10679,5495.187668,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10680,3827.180816,12,37.078821,360.305535,411.548288,0,0,0,405.724938,0,0,0,373.229358,110.680898,0,1614.372638,583.390289,3859.251944,1,,,
C10681,3910.510485,12,58.875721,349.226607,700.457176,0,0,0,386.169895,0,0,28.886016,995.366198,0,142.610732,0,217.876003,2820.592627,1,,,
C10682,1526.053952,12,13.996082,0,0,0,0,0,1929.216216,0,0,0,0,0,0,0,0,1929.216216,1,,,
C10683,868.371777,12,0.977582,0,615.753111,0,0,0,0,0,0,0,0,0,0,0,0,615.753111,0,,,
C10684,1979.032179,10,15.964201,357.75728,0,0,0,0,1633.733633,0,0,0,0,0,0,0,276.46016,2267.951073,0,,,
C10685,1949.376351,12,18.161601,0,276.226964,0,0,0,1805.415248,0,0,0,0,0,0,0,957.996175,3039.638387,1,,,
C10686,1334.868119,12,0.937848,0,0,0,0,0,0,0,0,0,0,1792.426556,0,0,0,1792.426556,0,,,
C10687,1951.094697,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10688,2480.290491,12,34.927389,294.244873,0,0,0,0,1510.27865,0,0,0,1310.012206,0,0,0,563.871301,3678.40703,1,,,
C10689,2338.477226,12,58.624552,0,464.088619,0,0,0,19.092829,0,0,0,0,0,335.219193,0,0,818.40064,0,,,
C10690,306.884325,12,63.693768,0,0,0,0,0,33.164808,0,0,0,0,0,0,1210.320978,0,1243.485785,0,,,
C10691,162.820877,12,20.659667,207.752253,1044.085315,0,0,0,439.706299,0,0,37.402855,105.501669,0,0,0,0,1834.448391,0,,,
C10692,1550.430733,12,60.276621,42.102835,145.976454,0,0,0,65.25337,0,0,0,0,0,451.571479,0,0,704.904138,0,,,
C10693,7488.732803,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10694,109.204156,12,22.846433,0,67.275305,0,0,0,67.254017,0,0,0,0,0,0,1018.469088,0,1152.99841,0,,,
C10695,433.730378,12,27.943386,119.739516,0,0,168.434231,0,234.717598,0,0,0,45.739255,0,0,423.269538,0,991.900138,0,,,
C10696,1898.651812,12,30.715973,199.30282,126.581711,0,0,0,439.022761,0,0,0,0,5749.325877,143.950545,185.162438,371.506691,7214.852841,1,,,
C10697,10179.62821,12,12.679587,3485.752526,310.899889,0,0,0,0,0,0,0,0,0,0,0,753.079997,4549.732412,1,,,
C10698,4376.293724,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10699,3924.14611,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10700,4707.974336,12,21.904989,61.364589,0,0,0,0,161.477993,0,0,0,0,0,0,456.50589,185.310016,864.658488,0,,,
C10701,6097.994643,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10702,311.910502,12,34.434353,27.739969,338.221282,0,912.992199,0,49.839764,0,0,0,61.720781,0,348.893486,0,551.767633,2291.175114,1,,,
C10703,960.281178,12,10.440163,0,0,0,763.767322,0,330.978928,0,0,0,452.202993,0,625.564427,0,0,2172.51367,1,,,
C10704,9298.31423,12,7.308138,0,2387.616573,0,1155.713216,0,0,0,0,0,0,0,0,5343.642193,4739.647342,13626.61933,1,,,
C10705,2983.805907,12,11.635752,246.195813,349.797669,0,0,0,273.692577,0,0,0,840.63701,0,0,0,0,1710.323069,0,,,
C10706,1205.834584,12,4.673234,0,0,0,0,0,0,0,0,0,0,41.803996,0,0,0,41.803996,0,,,
C10707,278.710165,12,32.591753,0,713.633396,0,161.018546,0,0,0,0,0,0,0,91.138541,0,0,965.790483,0,,,
C10708,368.022787,12,12.805916,0,0,0,0,0,0,0,1324.039597,0,0,0,49.610472,0,884.754957,2258.405027,1,,,
C10709,3717.015726,12,13.217068,0,0,0,0,0,267.244675,0,0,0,921.274525,0,0,1410.583811,0,2599.103011,1,,,
C10710,5406.415076,12,9.044066,154.193745,314.095393,0,0,262.25677,1129.923025,0,0,0,1104.722494,0,0,0,0,2965.191427,1,,,
C10711,127.269414,12,17.518994,97.599327,52.377625,0,0,0,181.889239,0,0,0,0,0,216.348999,386.524036,0,934.739225,0,,,
C10712,1912.081026,10,175.83117,387.311013,475.294694,0,2064.809608,26.744924,1503.525633,0,0,1501.799163,341.99187,1546.376303,1540.669608,0,3885.231942,13273.75476,0,,,
C10713,601.793619,12,74.687819,202.162355,0,0,0,22.283084,1309.680097,0,0,0,341.448517,0,0,0,0,1875.574054,0,,,
C10714,5872.195459,12,3.967708,0,0,0,0,0,0,0,0,0,1793.080903,0,825.192908,0,1161.15956,3779.43337,1,,,
C10715,3306.963018,12,1.839824,0,0,0,0,0,295.710732,0,0,0,0,0,1417.827877,0,0,1713.538608,0,,,
C10716,11136.6596,12,11.452433,0,0,0,0,0,13077.07271,0,0,0,0,0,8822.725982,0,0,21899.79869,1,,,
C10717,13278.51901,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10718,672.838531,12,44.251213,587.630271,0,0,0,0,790.93369,0,0,0,0,530.553538,331.610813,0,0,2240.728312,1,,,
C10719,795.068869,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10720,233.421071,12,26.304965,30.939806,0,0,0,0,0,0,0,0,0,0,0,0,0,30.939806,0,,,
C10721,851.62794,12,28.670487,77.754195,21.857136,0,0,58.90275,371.59357,0,0,0,0,0,172.467343,443.19359,94.495329,1240.263913,0,,,
C10722,361.135833,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10723,1543.160066,12,1.981034,0,2435.975346,0,0,0,624.345331,0,0,0,0,0,0,0,0,3060.320677,1,,,
C10724,5113.776918,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10725,6889.749532,12,37.703743,0,0,0,0,0,0,0,0,0,0,0,3766.270247,0,0,3766.270247,1,,,
C10726,818.144546,12,4.526413,179.250765,0,0,0,0,441.265022,0,0,0,0,0,0,0,0,620.515786,0,,,
C10727,6724.467216,12,118.770022,1160.030952,1003.239394,0,548.470909,533.149778,2143.194072,0,0,1008.744949,230.827535,0,337.183266,508.660194,1214.435408,8687.936457,1,,,
C10728,10230.97565,12,27.127915,0,498.697751,0,0,0,413.47429,0,0,0,1000.371222,0,1010.659673,0,0,2923.202935,1,,,
C10729,9055.766149,12,181.002804,438.316255,314.481772,0,231.150006,0,4982.855913,0,0,0,2926.300377,206.761488,0,181.114076,940.260108,10221.24,1,,,
C10730,2602.632049,12,12.78562,0,0,0,0,0,0,0,0,0,0,41.062717,584.559975,56.527816,0,682.150509,0,,,
C10731,251.681464,12,81.345063,41.919841,135.170828,0,0,0,757.730631,0,0,0,31.657717,0,0,0,0,966.479017,0,,,
C10732,2856.647617,12,3.859039,0,0,0,0,0,0,0,0,0,0,0,3037.852392,0,0,3037.852392,1,,,
C10733,3408.264422,12,58.09764,518.271958,248.219911,0,0,0,392.434433,0,0,0,0,0,130.229257,3750.692575,281.825321,5321.673455,1,,,
C10734,7690.930725,12,5.835446,0,0,0,0,0,0,0,0,0,1458.132979,0,0,0,0,1458.132979,0,,,
C10735,1902.704592,11,4.530679,0,0,0,0,0,2479.851105,0,0,0,0,0,0,0,0,2479.851105,1,,,
C10736,187.058798,12,13.949026,42.22374,0,0,0,0,0,0,0,1073.853721,0,91.3303,9.806951,0,0,1217.214713,0,,,
C10737,919.675287,12,25.522108,0,0,0,0,0,0,0,0,0,0,1220.981185,0,0,0,1220.981185,0,,,
C10738,3616.817611,12,11.146238,403.26836,0,0,0,0,773.722539,0,0,0,567.557677,460.880261,179.986132,0,0,2385.414969,1,,,
C10739,6004.922548,12,56.590256,41.454505,0,0,0,39.108747,15.761251,0,0,0,0,0,0,4506.198934,177.737437,4780.260875,1,,,
C10740,2820.376687,12,26.351301,120.433815,0,0,0,0,27.540329,0,0,0,399.169222,0,249.272206,0,652.854986,1449.270558,0,,,
C10741,155.062159,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10742,262.898393,12,13.697747,32.410507,0,0,0,0,52.655331,0,0,0,287.038579,2734.980437,0,80.140014,0,3187.224869,1,,,
C10743,1417.115346,12,43.515843,0,367.760188,0,542.245716,0,121.113072,0,0,0,98.371508,143.694011,1171.626342,0,0,2444.810837,1,,,
C10744,4285.481189,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10745,3143.165062,12,19.242035,35.550626,0,0,0,0,1125.386072,0,0,0,192.945799,0,0,0,0,1353.882497,0,,,
C10746,8160.426761,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10747,1831.886603,12,1.976702,0,0,0,1200.115183,0,0,0,0,0,0,0,0,0,0,1200.115183,0,,,
C10748,6771.938433,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10749,145.55556,6,13.51769,0,0,0,0,0,0,0,0,0,0,0,0,0,655.690495,655.690495,0,,,
C10750,2339.526833,12,0.987903,0,0,0,0,0,0,0,0,0,4378.603971,0,0,0,0,4378.603971,1,,,
C10751,1874.33117,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10752,4328.072773,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10753,468.000671,12,77.157818,0,0,0,0,143.854899,66.891552,0,0,1039.667418,1508.356642,89.678714,0,0,1247.457686,4095.90691,1,,,
C10754,787.027068,12,26.786243,2571.929813,0,0,0,41.658728,4975.410182,0,0,0,27.349236,0,158.736242,0,0,7775.084202,1,,,
C10755,2165.259741,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10756,196.523852,12,38.316736,0,0,0,0,0,664.038683,0,0,0,0,0,0,0,0,664.038683,0,,,
C10757,4350.926113,12,3.793112,0,0,0,0,0,674.153458,0,0,0,0,0,0,0,0,674.153458,0,,,
C10758,165.920022,12,24.151822,0,210.756012,0,0,0,168.428194,0,0,0,0,0,0,126.633737,0,505.817944,0,,,
C10759,137.051232,12,15.505886,0,140.743342,0,0,0,448.612698,0,0,0,0,0,0,0,0,589.356039,0,,,
C10760,621.851511,12,40.546176,429.152483,381.444863,0,63.278377,0,398.065536,110.405798,1019.419223,262.728197,121.775207,0,256.285419,1492.266802,1512.906999,6047.728903,1,,,
C10761,397.654048,12,28.929183,16.431331,163.255157,9.089505,0,0,59.88936,0,0,333.510654,0,0,283.739236,0,345.673325,1211.588569,0,,,
C10762,427.402183,12,16.633958,0,689.108028,0,0,0,0,0,0,0,0,0,0,0,0,689.108028,0,,,
C10763,598.54032,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10764,3699.602722,12,75.660994,70.327639,92.388491,0,1730.320812,0,568.468662,0,0,0,2217.404371,0,0,143.752229,0,4822.662205,1,,,
C10765,537.380941,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10766,1700.252636,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10767,5384.68767,12,8.996956,0,0,0,0,0,262.584285,0,0,0,0,0,0,4515.175138,0,4777.759423,1,,,
C10768,112.642746,12,11.949098,66.676498,0,0,0,0,203.572464,0,0,0,0,469.23116,0,0,0,739.480122,0,,,
C10769,810.504544,12,10.917551,0,176.315965,0,0,0,0,0,0,0,533.292885,0,0,0,0,709.60885,0,,,
C10770,1247.861295,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10771,3842.073522,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10772,3720.702037,11,22.954003,0,191.26388,0,82.569761,0,0,0,0,7.179674,30.530516,0,0,0,0,311.543831,0,,,
C10773,531.652227,12,59.685276,0,92.737149,0,0,0,26.829352,224.496496,0,0,191.225513,0,109.4479,1665.450142,124.35786,2434.544412,1,,,
C10774,1979.573137,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10775,181.620868,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10776,2454.17542,6,5.570874,0,0,0,0,0,0,0,0,0,0,0,2345.122894,0,0,2345.122894,0,,,
C10777,4952.116518,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10778,2695.878185,12,12.957645,0,45.791982,0,0,0,0,0,0,222.57642,744.494767,0,0,0,0,1012.863169,0,,,
C10779,1357.450996,6,6.482564,0,0,0,0,0,0,0,0,0,0,1205.683528,0,2385.131437,0,3590.814965,0,,,
C10780,207.871026,7,18.558177,0,0,0,0,0,555.361131,0,0,0,0,0,0,45.127997,0,600.489128,0,,,
C10781,2953.518488,12,0.991639,0,0,0,0,0,0,0,0,0,2123.027652,0,0,0,0,2123.027652,1,,,
C10782,4214.295406,12,47.11607,590.475065,30.068195,0,0,0,304.660617,0,0,0,675.546275,0,55.39614,0,0,1656.146292,0,,,
C10783,4899.113053,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10784,5888.718766,12,0.960252,0,0,0,2702.406525,0,0,0,0,0,0,0,0,0,0,2702.406525,1,,,
C10785,8860.300281,12,17.971846,746.202749,0,0,0,0,237.112119,0,0,0,0,609.641121,3659.837647,0,0,5252.793636,1,,,
C10786,1621.105915,12,40.357023,118.68223,180.296422,0,0,0,243.377305,0,0,0,101.014543,257.15797,0,1521.213794,157.074973,2578.817239,1,,,
C10787,160.0543,12,23.682333,0,83.799522,0,0,0,0,0,0,0,0,602.793429,0,0,0,686.592951,0,,,
C10788,3744.966642,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10789,1204.697437,12,25.653323,0,0,0,688.692451,0,0,0,0,207.393881,0,0,87.670078,810.974693,838.666154,2633.397257,1,,,
C10790,8930.850263,12,15.968791,4372.672459,801.14135,0,0,0,0,0,0,0,0,0,0,0,0,5173.813809,1,,,
C10791,4962.583955,12,35.70273,811.330902,615.712319,0,0,0,1782.931582,68.726141,0,0,13.44117,0,588.582193,3374.613749,1205.283858,8460.621914,1,,,
C10792,84.851872,12,6.989681,0,25.424747,0,0,0,86.634751,0,0,0,0,0,0,0,674.379954,786.439452,0,,,
C10793,4225.556235,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10794,8022.265937,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10795,204.580943,12,31.97681,0,422.147545,0,463.456199,0,0,0,0,0,0,0,0,2535.025083,0,3420.628827,1,,,
C10796,490.481717,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10797,143.167346,12,8.727233,0,0,0,344.006884,0,0,0,0,0,0,0,0,0,0,344.006884,0,,,
C10798,3147.830711,12,12.37309,0,0,0,2478.599812,0,1284.630782,0,0,0,0,0,0,0,377.496316,4140.72691,1,,,
C10799,4141.902692,12,58.689714,246.06296,0,0,0,69.5165,2416.365404,0,0,0,173.475436,250.074583,260.610921,0,0,3416.105803,1,,,
C10800,274.124891,9,28.916995,109.568539,0,0,0,0,313.681744,0,0,0,0,128.081526,210.338031,0,151.89241,913.56225,0,,,
C10801,1187.136918,12,3.638185,0,0,0,0,0,606.314474,0,0,0,0,0,0,0,0,606.314474,0,,,
C10802,2041.136566,12,68.514094,188.429964,0,0,0,29.728399,493.107831,0,0,0,0,0,240.407768,0,181.835218,1133.509181,0,,,
C10803,6926.703386,12,11.356161,473.096039,656.277633,0,0,1057.196647,0,0,0,0,2801.613698,0,0,0,0,4988.184016,1,,,
C10804,6931.76603,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10805,439.821387,11,74.048868,0,225.513935,0,0,0,0,0,0,3278.498904,0,0,0,0,0,3504.012839,1,,,
C10806,4945.512456,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10807,455.830063,12,48.901964,394.47153,78.514028,0,0,0,0,0,0,102.422065,1122.941638,0,0,0,0,1698.349261,0,,,
C10808,845.028419,12,32.514556,93.909168,0,0,0,0,520.608852,0,0,0,10.164086,0,0,0,232.55967,857.241777,0,,,
C10809,3448.629088,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
C10810,525.700784,11,18.570544,48.802079,776.817944,0,0,0,225.341339,0,0,0,0,346.335358,0,0,115.046359,1512.343079,0,,,
C10811,102.416181,12,41.856467,203.835629,0,0,0,0,488.749575,0,0,0,0,0,0,182.136797,0,874.722001,0,,,
C10812,2861.166133,11,0.987376,0,0,0,0,0,0,0,0,0,0,0,0,1910.677181,0,1910.677181,1,,,
C10813,348.04876,12,19.70064,0,0,0,0,0,457.618353,0,0,0,0,0,2184.539349,327.183257,0,2969.340959,1,,,
C10814,252.142759,12,39.631331,38.08906,61.402202,0,40.020784,0,0,0,0,0,0,0,0,690.959474,0,830.47152,0,,,
C10815,1904.0425,12,22.746328,455.30656,0,0,0,60.897058,435.205577,0,0,0,60.378047,108.924407,175.4825,19.430217,182.227891,1497.852257,0,,,
C10816,329.166054,12,26.756959,530.676949,168.345663,0,0,62.785688,477.962408,0,0,88.348083,0,0,23.022491,0,838.219518,2189.360799,1,,,
C10817,84.094885,12,1.81442,0,675.903006,0,0,0,0,0,0,0,0,0,0,0,0,675.903006,0,,,
C10818,668.220122,9,12.671873,0,0,0,0,0,206.651519,0,0,0,0,342.967561,0,0,0,549.61908,0,,,
C10819,372.67054,12,31.20488,0,0,0,0,479.334637,0,0,0,178.888114,0,87.992906,0,416.913868,218.802281,1381.931807,0,,,
